,observed_Q,basin_ppt,basin_tmin,basin_tmax,model_Q,basin_soil_moist,basin_snowmelt,basin_actet,basin_potet
93,1.0300925925925925e-07,0.0,271.10553,271.10553,2.8416107e-06,0.3792887,0.0,5.9167286e-07,5.9167286e-07
94,1.0300925925925925e-07,0.0,272.26935,272.26935,2.7381989e-06,0.37289447,0.22988231,8.522164e-07,8.522164e-07
95,9.25925925925926e-08,0.0,271.34048,271.34048,2.6908958e-06,0.3715667,0.0,7.600272e-07,7.600272e-07
96,1.0300925925925925e-07,0.0,274.60538,274.60538,2.7211158e-06,0.37165675,0.0,8.926741e-07,8.926741e-07
97,1.0300925925925925e-07,0.0,274.24927,274.24927,2.686051e-06,0.37111416,0.0,7.09126e-07,7.09126e-07
98,1.0300925925925925e-07,0.0,275.429,275.429,2.4936733e-06,0.35744983,0.3443953,1.0094888e-06,1.0094888e-06
99,1.0300925925925925e-07,0.0,277.78952,277.78952,2.308142e-06,0.3176632,0.0,1.2096237e-06,1.2096237e-06
100,2.060185185185185e-07,0.0,277.4683,277.4683,2.4015926e-06,0.34057644,0.0,1.8840915e-06,1.8840915e-06
101,1.0300925925925925e-07,0.0,278.36475,278.36475,2.4204712e-06,0.34385294,0.0,2.6554198e-06,2.6554198e-06
102,2.060185185185185e-07,0.0,286.63663,286.63663,2.4237606e-06,0.34223917,0.0,4.138243e-06,4.138243e-06
103,2.060185185185185e-07,0.0,283.18042,283.18042,2.3871937e-06,0.33932334,0.0,2.1969222e-06,2.1969222e-06
104,2.060185185185185e-07,0.0,279.44415,279.44415,2.3755179e-06,0.3370468,0.0,2.4947046e-06,2.4947046e-06
105,2.060185185185185e-07,0.0,284.14127,284.14127,2.1737021e-06,0.32828707,0.0,3.2409696e-06,3.2409696e-06
106,3.090277777777778e-07,0.0,282.81464,282.81464,2.0208204e-06,0.32131806,0.0,3.63497e-06,3.63497e-06
107,6.180555555555556e-07,0.0,283.15967,283.15967,1.8789354e-06,0.31428465,0.0,3.139411e-06,3.139411e-06
108,1.855324074074074e-06,0.0,283.21375,283.21375,1.6182287e-06,0.30471042,0.0,2.7677895e-06,2.7677895e-06
109,1.340277777777778e-06,0.00017636867,279.30518,279.30518,1.6346133e-06,0.34742182,0.0,2.9948671e-07,2.9948671e-07
110,5.150462962962963e-07,1.3278607e-06,274.81866,274.81866,1.8682933e-06,0.32338125,0.0,3.0873863e-07,3.0873863e-07
111,5.150462962962963e-07,0.0,272.74323,272.74323,1.931754e-06,0.32661283,2.051081,2.4180218e-07,2.4180218e-07
112,3.090277777777778e-07,0.0,273.94724,273.94724,1.9337015e-06,0.33544093,2.6453812,1.2033056e-06,1.2033056e-06
113,4.12037037037037e-07,0.0,274.54398,274.54398,2.1387202e-06,0.33138904,0.0,1.5854458e-06,1.5854458e-06
114,4.12037037037037e-07,0.0,275.16473,275.16473,1.9923318e-06,0.32791346,0.0,8.520517e-07,8.520517e-07
115,4.12037037037037e-07,0.0,280.70074,280.70074,1.8995693e-06,0.32218033,0.0,2.7819835e-06,2.7819835e-06
116,3.090277777777778e-07,0.0,279.2542,279.2542,1.8005454e-06,0.3155008,0.0,2.5535703e-06,2.5535703e-06
117,4.12037037037037e-07,0.0,281.02612,281.02612,1.7026894e-06,0.30985674,0.0,3.16223e-06,3.16223e-06
118,3.090277777777778e-07,0.0,283.73325,283.73325,1.5810779e-06,0.30539703,0.0,3.4371403e-06,3.4371403e-06
119,3.090277777777778e-07,0.0,280.09918,280.09918,1.6281327e-06,0.30621743,0.0,3.1676082e-06,3.1676082e-06
120,2.060185185185185e-07,0.0,285.13156,285.13156,1.6911156e-06,0.30915257,0.0,5.018649e-06,5.018649e-06
121,3.090277777777778e-07,1.1750962e-05,286.6815,286.6815,1.616455e-06,0.31066826,0.0,8.62904e-06,8.62904e-06
122,3.090277777777778e-07,0.0,287.08313,287.08313,1.5355555e-06,0.30162263,0.0,1.2612563e-05,1.2612563e-05
123,2.060185185185185e-07,0.0,288.52286,288.52286,1.444974e-06,0.29899192,0.0,1.2701422e-05,1.2701422e-05
124,4.12037037037037e-07,0.0,283.20718,283.20718,1.3491474e-06,0.29545575,0.0,1.2787949e-05,1.2787949e-05
125,4.12037037037037e-07,0.0,283.8174,283.8174,1.3307508e-06,0.29070693,0.0,1.6530963e-05,1.6530963e-05
126,3.090277777777778e-07,0.0,286.6378,286.6378,1.4080049e-06,0.29532272,0.0,1.4046714e-05,1.4046714e-05
127,5.150462962962963e-07,2.9355064e-05,288.4701,288.4701,1.3221843e-06,0.30860257,0.0,5.0648164e-06,5.0648164e-06
128,4.12037037037037e-07,5.868034e-06,280.81555,280.81555,1.2842389e-06,0.29668373,0.0,9.4601e-06,9.4601e-06
129,6.180555555555556e-07,0.0,278.7153,278.7153,1.2351863e-06,0.29066658,0.0,9.914822e-06,9.914822e-06
130,4.567013888888889e-05,5.8784593e-05,280.6105,280.6105,1.192829e-06,0.3006656,0.0,8.861741e-06,8.861741e-06
131,4.113425925925926e-05,0.0004996318,277.9064,277.9064,2.049966e-06,0.40511483,0.0,6.683094e-08,6.683094e-08
132,3.917476851851852e-05,7.4776153e-06,277.8919,277.8919,2.7130332e-06,0.36904812,0.0,9.666566e-06,9.666566e-06
133,4.855671296296297e-05,0.00013515839,276.23746,276.23746,3.0132044e-06,0.39819542,0.0,9.089036e-07,9.089036e-07
134,4.53587962962963e-06,0.00019383873,280.18082,280.18082,3.7664845e-06,0.46774063,0.0,1.9319282e-07,1.9319282e-07
135,4.072222222222222e-05,1.7604101e-05,283.39886,283.39886,3.6678766e-06,0.46113735,0.0,1.2195108e-05,1.2195108e-05
136,6.134027777777778e-05,0.0,284.39462,284.39462,3.7557986e-06,0.46880117,0.0,2.1608097e-05,2.1608097e-05
137,7.536111111111111e-05,0.00037632862,288.2148,288.2148,4.9290857e-06,0.6302836,0.0,5.7644415e-06,5.7644415e-06
138,6.546412037037036e-05,0.00012924569,280.4149,280.4149,2.6097843e-05,0.92857987,0.0,3.7207571e-06,3.7207571e-06
139,3.412384259259259e-05,0.0,279.1644,279.1644,2.1799144e-05,0.92857987,0.0,1.858709e-05,1.858709e-05
140,2.5258101851851854e-05,0.0,281.03497,281.03497,8.8520865e-06,0.92857987,0.0,2.4446701e-05,2.4446701e-05
141,1.7731481481481482e-05,0.0,284.64532,284.64532,5.32222e-06,0.9280961,0.0,2.751175e-05,2.751175e-05
142,1.1134259259259259e-05,0.0,284.41495,284.41495,5.200028e-06,0.9273787,0.0,3.0603147e-05,3.0603147e-05
143,7.0104166666666665e-06,0.0,287.9775,287.9775,5.119364e-06,0.9241644,0.0,3.4149663e-05,3.4149663e-05
144,1.0825231481481482e-05,0.0,287.22525,287.22525,5.0129966e-06,0.92311513,0.0,2.568254e-05,2.568254e-05
145,2.2165509259259263e-05,0.00024675528,286.7833,286.7833,1.1580206e-05,0.92857987,0.0,2.2020788e-07,2.2020788e-07
146,1.4020833333333333e-05,5.868034e-06,288.55496,288.55496,3.1269432e-05,0.92857987,0.0,2.689792e-05,2.689792e-05
147,9.89699074074074e-06,0.0,290.65207,290.65207,3.130719e-05,0.92857987,0.0,3.6139605e-05,3.6139605e-05
148,7.319444444444445e-06,5.868034e-06,289.67584,289.67584,3.0983163e-05,0.92857987,0.0,2.9051953e-05,2.9051953e-05
149,4.4328703703703705e-06,5.2901665e-05,287.80707,287.80707,2.2168948e-05,0.92857987,0.0,6.216149e-06,6.216149e-06
150,3.6087962962962966e-06,0.0,281.7161,281.7161,9.0561125e-06,0.92857987,0.0,2.1979897e-05,2.1979897e-05
151,1.9583333333333334e-06,0.0,281.12503,281.12503,5.0294334e-06,0.9257861,0.0,2.4240375e-05,2.4240375e-05
152,9.282407407407407e-07,0.0,282.99524,282.99524,4.96512e-06,0.9120688,0.0,3.1628704e-05,3.1628704e-05
153,4.53587962962963e-06,5.868034e-06,288.61914,288.61914,4.8345796e-06,0.8995825,0.0,2.4124454e-05,2.4124454e-05
154,6.495370370370371e-06,7.644827e-05,288.5942,288.5942,6.7881865e-06,0.92857987,0.0,1.9924103e-06,1.9924103e-06
155,4.4328703703703705e-06,1.1750962e-05,289.2684,289.2684,5.204875e-06,0.92665434,0.0,7.333908e-06,7.333908e-06
156,3.670138888888889e-05,0.0,288.5022,288.5022,4.930979e-06,0.9214773,0.0,3.440229e-05,3.440229e-05
157,4.113425925925926e-05,0.00022930013,285.54865,285.54865,6.8440836e-06,0.91938436,0.0,1.4473317e-05,1.4473317e-05
158,3.2886574074074075e-05,0.00027631887,290.0817,290.0817,4.4452012e-05,0.92857987,0.0,2.7020707e-05,2.7020707e-05
159,2.8041666666666666e-05,5.868034e-06,290.32846,290.32846,6.934233e-05,0.92857987,0.0,2.4166491e-05,2.4166491e-05
160,1.5258101851851853e-05,5.868034e-06,289.92517,289.92517,3.893263e-05,0.92857987,0.0,2.4883639e-05,2.4883639e-05
161,9.89699074074074e-06,0.0,290.58942,290.58942,2.150945e-05,0.92857987,0.0,3.379285e-05,3.379285e-05
162,3.6087962962962966e-06,0.0,289.716,289.716,8.0782065e-06,0.9268491,0.0,4.0613566e-05,4.0613566e-05
163,2.9895833333333334e-06,0.0,291.7226,291.7226,5.389808e-06,0.9283916,0.0,4.2967775e-05,4.2967775e-05
164,1.443287037037037e-06,0.0,291.13925,291.13925,5.0077033e-06,0.9239099,0.0,4.230181e-05,4.230181e-05
165,1.1342592592592592e-06,2.348703e-05,290.0799,290.0799,5.1000425e-06,0.92577696,0.0,2.158917e-05,2.158917e-05
166,5.150462962962963e-07,0.0,287.355,287.355,5.038741e-06,0.9267866,0.0,3.0737658e-05,3.0737658e-05
167,2.060185185185185e-07,0.0,285.40692,285.40692,4.9432997e-06,0.9228351,0.0,2.5528336e-05,2.5528336e-05
168,2.060185185185185e-07,0.0,288.79236,288.79236,4.9348173e-06,0.92046165,0.0,3.8622267e-05,3.8622267e-05
169,9.25925925925926e-08,0.0,288.52225,288.52225,4.6909668e-06,0.8345968,0.0,3.1946194e-05,3.1946194e-05
170,1.0300925925925925e-07,0.0,286.83942,286.83942,4.485234e-06,0.671257,0.0,3.097929e-05,3.097929e-05
171,1.0300925925925925e-07,2.780614e-05,290.95566,290.95566,4.3416803e-06,0.62088865,0.0,1.5650043e-05,1.5650043e-05
172,6.13425925925926e-08,0.0,290.60095,290.60095,4.2833412e-06,0.5798851,0.0,4.120069e-05,4.120069e-05
173,6.13425925925926e-08,3.9348593e-05,289.791,289.791,4.288783e-06,0.5627839,0.0,1.3368982e-05,1.3368982e-05
174,6.13425925925926e-08,0.0,290.31143,290.31143,4.3364366e-06,0.562794,0.0,4.1433883e-05,4.1433883e-05
175,1.0300925925925925e-07,0.0,289.65402,289.65402,4.0061786e-06,0.49199826,0.0,2.5238654e-05,2.5238654e-05
176,6.13425925925926e-08,0.00013658818,291.43246,291.43246,3.7803338e-06,0.4623626,0.0,3.783494e-05,3.783494e-05
177,5.208333333333333e-08,6.970152e-06,290.84167,290.84167,3.78647e-06,0.4535971,0.0,4.46926e-05,4.46926e-05
178,3.090277777777778e-07,0.0,292.1207,292.1207,3.6720235e-06,0.43179473,0.0,3.793172e-05,3.793172e-05
179,4.12037037037037e-07,2.3174265e-05,292.3718,292.3718,3.5736693e-06,0.42440957,0.0,3.120183e-05,3.120183e-05
180,1.0300925925925925e-07,0.0,292.70242,292.70242,3.2895605e-06,0.39876914,0.0,3.83498e-05,3.83498e-05
181,1.0300925925925925e-07,0.0,290.00864,290.00864,3.2341422e-06,0.3955385,0.0,3.4862587e-05,3.4862587e-05
182,4.166666666666667e-08,0.0,289.81598,289.81598,3.133351e-06,0.39058992,0.0,3.4425655e-05,3.4425655e-05
183,0.0,0.0,291.4233,291.4233,2.9806358e-06,0.38070685,0.0,3.5666624e-05,3.5666624e-05
184,0.0,0.0,293.43356,293.43356,2.8417076e-06,0.37174043,0.0,3.607423e-05,3.607423e-05
185,6.180555555555556e-07,0.0,292.0625,292.0625,2.8332151e-06,0.36864796,0.0,4.4012988e-05,4.4012988e-05
186,5.8761574074074075e-06,0.0,294.63492,294.63492,2.8209272e-06,0.36849937,0.0,2.806373e-05,2.806373e-05
187,3.814814814814815e-06,0.00029401234,290.43698,290.43698,3.049084e-06,0.45649576,0.0,2.0000423e-05,2.0000423e-05
188,2.474537037037037e-06,0.0,287.79358,287.79358,3.0256174e-06,0.3898532,0.0,3.9974784e-05,3.9974784e-05
189,1.03125e-06,0.0,286.75156,286.75156,2.8702173e-06,0.3807911,0.0,1.9960027e-05,1.9960027e-05
190,4.12037037037037e-07,0.0,290.62683,290.62683,2.8408851e-06,0.37687197,0.0,3.9660466e-05,3.9660466e-05
191,1.0300925925925925e-07,0.0,292.52243,292.52243,2.7201572e-06,0.36780462,0.0,4.7601694e-05,4.7601694e-05
192,1.0300925925925925e-07,0.0,293.85428,293.85428,2.6779333e-06,0.36487594,0.0,3.841001e-05,3.841001e-05
193,6.13425925925926e-08,6.9463225e-05,295.64282,295.64282,2.6548462e-06,0.37479606,0.0,2.0835938e-05,2.0835938e-05
194,6.13425925925926e-08,1.1646707e-05,295.352,295.352,2.526442e-06,0.3575642,0.0,3.8646587e-05,3.8646587e-05
195,6.13425925925926e-08,0.0,294.19437,294.19437,2.3457078e-06,0.3405277,0.0,2.8446066e-05,2.8446066e-05
196,1.0300925925925925e-07,0.0,292.6442,292.6442,2.3876041e-06,0.33987987,0.0,3.3047727e-05,3.3047727e-05
197,8.252314814814815e-07,5.0965515e-05,294.55524,294.55524,2.4429246e-06,0.3538366,0.0,1.3170896e-05,1.3170896e-05
198,1.855324074074074e-06,0.00012270744,295.25278,295.25278,2.5203199e-06,0.36745653,0.0,3.9953342e-05,3.9953342e-05
199,4.12037037037037e-07,0.0,294.9258,294.9258,2.6162704e-06,0.35305956,0.0,4.4953915e-05,4.4953915e-05
200,4.166666666666667e-08,0.0,293.42535,293.42535,2.6674911e-06,0.35693493,0.0,4.7442587e-05,4.7442587e-05
201,1.0416666666666667e-08,0.0,292.42438,292.42438,2.5333338e-06,0.35104293,0.0,3.328769e-05,3.328769e-05
202,0.0,0.0,290.49478,290.49478,2.3433304e-06,0.33964875,0.0,4.168925e-05,4.168925e-05
203,0.0,0.0,291.4073,291.4073,1.9593151e-06,0.3217104,0.0,4.0861567e-05,4.0861567e-05
204,0.0,0.0,295.2877,295.2877,1.7527709e-06,0.3108703,0.0,4.951994e-05,4.951994e-05
205,0.0,0.0002881294,294.37286,294.37286,2.2007243e-06,0.41584083,0.0,2.1960437e-05,2.1960437e-05
206,0.0,0.0,293.92413,293.92413,2.4649323e-06,0.34262133,0.0,3.6910875e-05,3.6910875e-05
207,0.0,0.0,295.8526,295.8526,2.3938157e-06,0.33794466,0.0,4.91782e-05,4.91782e-05
208,0.0,0.0,295.9431,295.9431,2.336051e-06,0.33415332,0.0,4.6762016e-05,4.6762016e-05
209,0.0,3.5282672e-05,296.0969,296.0969,2.085815e-06,0.33345464,0.0,1.9794168e-05,1.9794168e-05
210,0.0,0.0,291.95825,291.95825,1.9297674e-06,0.31836295,0.0,1.9980547e-05,1.9980547e-05
211,0.0,0.0,292.5631,292.5631,1.7219131e-06,0.30920422,0.0,4.209421e-05,4.209421e-05
212,0.0,0.0,291.7703,291.7703,1.4614461e-06,0.2975151,0.0,3.5825364e-05,3.5825364e-05
213,0.0,0.0,291.07483,291.07483,1.4068329e-06,0.29309526,0.0,4.4247692e-05,4.4247692e-05
214,0.0,1.1750962e-05,291.63293,291.63293,1.3563705e-06,0.29728052,0.0,3.093135e-05,3.093135e-05
215,0.0,0.0,288.76666,288.76666,1.2949941e-06,0.29127505,0.0,2.490876e-05,2.490876e-05
216,0.0,0.0,287.8035,287.8035,1.2275443e-06,0.28832385,0.0,3.305669e-05,3.305669e-05
217,0.0,0.0,288.03394,288.03394,1.1523073e-06,0.28432068,0.0,3.5251538e-05,3.5251538e-05
218,0.0,0.0,290.33832,290.33832,1.0796048e-06,0.28367352,0.0,1.5004734e-05,1.5004734e-05
219,0.0,0.0,293.14572,293.14572,1.0277749e-06,0.2828047,0.0,2.5919971e-05,2.5919971e-05
220,0.0,0.00017636867,292.53113,292.53113,1.1036723e-06,0.35926628,0.0,1.5087982e-05,1.5087982e-05
221,0.0,0.0,292.0124,292.0124,1.1772137e-06,0.2885111,0.0,2.8569282e-05,2.8569282e-05
222,0.0,0.0,291.16873,291.16873,1.1589906e-06,0.2844781,0.0,3.6847745e-05,3.6847745e-05
223,0.0,0.0,290.8604,290.8604,1.1081255e-06,0.28176856,0.0,3.908082e-05,3.908082e-05
224,0.0,5.8784593e-05,292.61664,292.61664,1.044818e-06,0.29887313,0.0,2.8834582e-05,2.8834582e-05
225,0.0,0.0,296.2277,296.2277,1.0323386e-06,0.2938642,0.0,3.438366e-05,3.438366e-05
226,0.0,0.0,297.35056,297.35056,9.872856e-07,0.27759203,0.0,4.292487e-05,4.292487e-05
227,0.0,0.0,296.62195,296.62195,1.0394693e-06,0.27592105,0.0,4.0775958e-05,4.0775958e-05
228,0.0,0.00015286675,294.78564,294.78564,1.1035629e-06,0.34617022,0.0,1.8482182e-05,1.8482182e-05
229,0.0,0.0,289.52194,289.52194,1.0664987e-06,0.28288504,0.0,2.7991493e-05,2.7991493e-05
230,0.0,0.00015870499,286.69873,286.69873,1.0159064e-06,0.3044185,0.0,1.2660291e-05,1.2660291e-05
231,0.0,0.00011749472,286.2463,286.2463,1.2200936e-06,0.3439323,0.0,9.544535e-07,9.544535e-07
232,0.0,0.0,287.40265,287.40265,1.385626e-06,0.29686025,0.0,2.7702134e-05,2.7702134e-05
233,0.0,0.0,288.04306,288.04306,1.4021017e-06,0.29573476,0.0,2.3200771e-05,2.3200771e-05
234,0.0,3.523799e-05,291.9184,291.9184,1.3803426e-06,0.30768287,0.0,6.6421385e-06,6.6421385e-06
235,0.0,0.00011747982,286.85977,286.85977,1.4875623e-06,0.33766252,0.0,1.0898435e-06,1.0898435e-06
236,0.0,0.0,283.7475,283.7475,1.6287338e-06,0.31001163,0.0,7.348612e-06,7.348612e-06
237,0.0,0.0,286.7011,286.7011,1.5949377e-06,0.30679348,0.0,2.6954916e-05,2.6954916e-05
238,0.0,0.0,285.56912,285.56912,1.5309008e-06,0.30364147,0.0,2.899198e-05,2.899198e-05
