observed_Q	basin_ppt	basin_tmin	basin_tmax	model_Q	basin_soil_moist	basin_snowmelt	basin_actet	basin_potet
0.0	0.0	264.71417	264.74063	-8.7565854e-07	1.0096734	92.76155	0.0	0.0
0.0	0.0	263.9511	263.97443	-9.1598895e-07	1.0096734	94.21319	0.0	0.0
0.0	0.0	260.8026	260.83328	-9.473333e-07	1.0096734	94.167694	0.0	0.0
0.0	0.0	270.14883	270.1673	5.03665e-06	1.0095127	93.913994	0.0	0.0
0.0	0.0	270.94617	270.9622	1.7152044e-05	1.0088836	91.78262	0.0	0.0
0.0	0.0	269.82983	269.84335	1.2901767e-05	1.0082232	87.228615	0.0	0.0
0.0	4.397983e-06	269.65988	269.6747	3.4748005e-06	1.0076119	84.07538	0.0	0.0
0.0	0.0	265.68967	265.71048	-8.8804546e-07	1.0070072	84.112274	0.0	0.0
4.166666666666667e-08	0.0	267.85034	267.86877	2.241174e-05	1.0077157	82.99987	0.0	0.0
3.125e-08	0.0	274.2643	274.276	3.222607e-05	1.0078263	76.53278	0.0	0.0
1.0300925925925925e-07	0.0	272.68454	272.69644	2.2387323e-05	1.0066755	68.49871	0.0	0.0
5.150462962962963e-07	2.4756248e-05	275.9838	276.00427	5.4517855e-05	1.0055354	60.957672	0.0	0.0
2.060185185185185e-07	0.0	270.6867	270.7074	1.5582329e-05	1.0052949	51.024937	0.0	0.0
2.060185185185185e-07	0.0	268.22113	268.28128	2.0925594e-05	1.0086955	46.655083	0.0	0.0
3.090277777777778e-07	2.7430617e-06	274.5735	274.6166	1.8006378e-05	1.0083492	40.646896	0.0	0.0
7.222222222222222e-07	0.0	274.69803	274.7628	3.3353044e-05	1.0062894	35.252132	0.0	0.0
4.12037037037037e-07	0.0	272.65912	272.7144	-5.7098333e-07	1.0025394	29.034327	0.0	0.0
3.090277777777778e-07	0.0	268.2322	268.3117	2.2813574e-06	1.0076834	28.177944	2.8070485e-24	2.8070485e-24
4.12037037037037e-07	0.0	264.41537	264.57098	1.4429884e-05	1.0089561	27.495916	1.3489769e-23	1.3489769e-23
3.090277777777778e-07	0.0	264.60623	264.809	1.7187656e-05	1.0084912	25.288666	5.758458e-24	5.758458e-24
2.060185185185185e-07	0.0	266.32745	266.49902	1.5235854e-05	1.0080785	22.303318	7.6295684e-24	7.6295684e-24
3.090277777777778e-07	0.0	264.6081	264.86636	1.1681439e-06	1.0079187	22.110655	9.496147e-24	9.496147e-24
3.090277777777778e-07	0.0	265.84973	266.2139	1.3042202e-05	1.0070729	25.16495	7.444136e-24	7.444136e-24
3.090277777777778e-07	0.0	267.6579	267.98605	9.460063e-06	1.0066897	25.264387	7.32268e-24	7.32268e-24
4.12037037037037e-07	0.0	268.95712	269.20068	3.0516518e-05	1.0056609	25.662766	1.0749571e-23	1.0749571e-23
4.12037037037037e-07	0.0	271.58926	271.702	1.4015689e-05	1.0045707	18.700207	1.120044e-23	1.120044e-23
1.855324074074074e-06	3.3967124e-05	273.96237	274.02808	2.0956806e-05	0.99096173	15.967654	8.404443e-24	8.404443e-24
1.7523148148148149e-06	0.0	275.89307	275.98492	2.4736048e-05	0.968758	13.01255	8.290808e-24	8.290808e-24
2.371527777777778e-06	1.9589083e-05	274.0006	274.09778	1.0006678e-05	0.9315272	9.249224	1.4186352e-23	1.4186352e-23
1.855324074074074e-06	6.4050556e-07	274.37057	274.45364	3.7433463e-05	0.9241894	9.28562	1.3472245e-23	1.3472245e-23
4.947916666666667e-06	0.0	272.3598	272.4976	1.6195654e-05	0.9358673	2.4180639	1.5818917e-23	1.5818917e-23
9.484953703703703e-06	0.0	273.31583	273.78687	3.7311888e-06	0.90102273	0.1341412	1.0043195e-23	1.0043195e-23
1.8762731481481483e-05	0.0	274.88748	275.22543	-2.6713533e-07	0.83405113	1.8832698e-05	1.4287838e-24	1.4287838e-24
4.319560185185185e-05	0.0	279.5469	279.8884	1.3459181e-06	0.7726373	2.4296517e-06	1.5222436e-23	1.5222436e-23
7.773148148148148e-05	0.0	281.01913	281.45514	1.1680602e-06	0.8359847	0.0	1.7482458e-23	1.7482458e-23
0.00010443287037037037	8.2081635e-05	278.78055	278.96005	2.8839922e-05	0.928	0.0	3.0793536e-23	3.0793536e-23
8.402083333333334e-05	6.7390065e-05	281.15106	281.2265	2.2836992e-05	0.928	0.0	2.4377582e-23	2.4377582e-23
6.907175925925925e-05	0.0	279.46967	279.7473	-2.339298e-06	0.93098295	3.8435357e-07	2.7169726e-23	2.7169726e-23
5.144328703703704e-05	2.6370026e-05	278.29428	278.3589	0.000118311014	0.92801434	7.910802e-11	2.9948195e-23	2.9948195e-23
3.1649305555555557e-05	0.0	273.2065	273.28867	2.5276466e-05	0.7265283	0.041331545	3.6747025e-23	3.6747025e-23
2.1443287037037037e-05	0.0	273.90347	273.9704	-1.8215063e-05	0.72817576	0.0046022926	3.8490682e-23	3.8490682e-23
2.0825231481481483e-05	7.03827e-07	272.26373	272.30386	-2.0940886e-05	0.90515244	11.726134	5.0294853e-24	5.0294853e-24
1.484490740740741e-05	0.0	271.64108	271.7258	1.6496804e-05	0.928	16.531042	2.8719002e-24	2.8719002e-24
1.3711805555555558e-05	0.0	271.77316	271.81122	-9.839704e-07	0.9281678	8.787731	4.683147e-23	4.683147e-23
1.3608796296296297e-05	0.0	271.42386	271.8218	2.566047e-06	0.9417526	4.0489073	2.4585275e-23	2.4585275e-23
1.484490740740741e-05	0.0	274.69727	274.82806	-2.4235303e-05	0.9333576	9.547222e-05	3.8274376e-23	3.8274376e-23
1.7422453703703703e-05	0.0	274.21765	274.43726	-2.4263938e-05	0.9360846	0.03542954	3.657314e-23	3.657314e-23
3.309259259259259e-05	3.165198e-05	277.33777	277.37692	-1.5318245e-05	0.928	0.0	3.3100294e-23	3.3100294e-23
2.94849537037037e-05	7.577941e-05	276.044	276.1963	2.1237574e-05	0.928	2.2937987	2.5810716e-23	2.5810716e-23
2.587615740740741e-05	0.0	278.30353	278.4946	-2.527766e-05	0.9305677	1.5065415e-05	2.6751072e-23	2.6751072e-23
1.979398148148148e-05	0.0	282.13895	282.36295	-2.556505e-05	0.92802954	8.9361464e-07	3.84026e-23	3.84026e-23
1.463888888888889e-05	0.0	282.03043	282.22458	-2.4243795e-05	0.928	0.0	4.321982e-23	4.321982e-23
2.3917824074074074e-05	1.8893465e-05	275.91913	276.05554	-1.2090293e-05	0.928	2.8676314	2.4499902e-23	2.4499902e-23
1.917476851851852e-05	0.0	278.7778	279.18103	1.4998237e-05	0.928	4.4541807	3.352468e-23	3.352468e-23
4.2577546296296295e-05	0.0	279.54333	279.7537	-1.525896e-05	0.93028593	3.6833842e-06	4.2106145e-23	4.2106145e-23
5.061805555555556e-05	0.00029322886	281.96002	282.08762	9.287689e-05	0.928	0.0	3.0343935e-23	3.0343935e-23
3.4844907407407406e-05	4.765143e-06	274.38443	274.46494	-1.8908566e-05	0.928	0.0	6.1887073e-10	6.1887073e-10
2.3711805555555557e-05	0.0	274.2772	274.44693	-1.7826671e-05	0.9313945	0.08450908	2.548601e-07	2.548601e-07
1.783449074074074e-05	0.0	277.678	277.86697	-1.5249592e-05	0.9308969	9.774302e-06	4.4666677e-07	4.4666677e-07
2.3195601851851855e-05	0.0	279.43683	279.73358	-9.728693e-06	0.9293372	8.935811e-07	4.7097544e-07	4.7097544e-07
2.0515046296296298e-05	0.00015537327	281.82245	281.88428	4.6467467e-05	0.928	0.0	1.4033017e-07	1.4033017e-07
1.5258101851851853e-05	0.0	280.80185	281.1617	-1.1614394e-05	0.92837363	0.0	5.290667e-07	5.290667e-07
1.1649305555555557e-05	0.0	285.18777	285.36682	-9.449603e-06	0.928	0.0	5.4116197e-07	5.4116197e-07
9.587962962962963e-06	0.0	285.40796	285.60013	-7.9459e-06	0.928	0.0	3.93393e-07	3.93393e-07
7.113425925925926e-06	2.9300028e-05	285.03702	285.10114	3.6162278e-06	0.928	0.0	1.3637205e-07	1.3637205e-07
5.979166666666667e-06	0.0	286.0885	286.32858	-6.821821e-06	0.928	0.0	3.7052453e-07	3.7052453e-07
4.7418981481481485e-06	0.0	288.47003	288.86676	-6.2688355e-06	0.928	0.0	5.5024157e-07	5.5024157e-07
2.7835648148148147e-06	0.0	283.4507	283.54465	-5.736754e-06	0.928	0.0	4.428794e-07	4.428794e-07
3.2986111111111115e-06	2.9300027e-06	280.8112	280.8818	-4.1327285e-06	0.928	0.0	2.6888154e-07	2.6888154e-07
1.855324074074074e-06	2.9300027e-06	281.65363	281.92017	-3.2848775e-06	0.928	0.0	4.6469296e-07	4.6469296e-07
1.7523148148148149e-06	0.0	283.6197	283.81857	-2.8334964e-06	0.92804956	0.0	7.5031403e-07	7.5031403e-07
8.252314814814815e-07	0.0	282.7064	283.03214	-6.4727107e-07	0.9289899	0.0	6.8791667e-07	6.8791667e-07
7.222222222222222e-07	0.0	284.25	284.60245	2.5721672e-06	0.92712975	0.0	6.932156e-07	6.932156e-07
5.150462962962963e-07	0.0	283.86008	284.18307	7.1285963e-06	0.921379	0.0	7.628961e-07	7.628961e-07
4.12037037037037e-07	0.0	289.1574	289.43716	8.593959e-06	0.91623646	0.0	7.719306e-07	7.719306e-07
